uid;date_match;joueurA;joueurB;surf;tournoi;coteA;coteB;probA_modele;probB_modele;evA_pct;evB_pct;marge;zones;psA;psB;mxA;mxB;avA;avB;clv_ps_pct;clv_avg_pct;score_confiance;injury;opp_streak;tourn_spec;elo_a;elo_b;srv_a;srv_b;ret_a;ret_b;trend_elo_a;trend_elo_b;rank_a;rank_b;forme_surf_a;forme_surf_b;forme_5A;forme_5B;clv_closing_60;clv_closing_15;anomalie;resultat;src_resultat
atp_s-hertogenbosch_benjamin_bonzi_vs_ugo_humbert;2026-06-10;Ugo Humbert;Benjamin Bonzi;Grass;ATP S-Hertogenbosch;1.529;2.6;;;0.00;0.00;3.86;aucune;1.529;2.6;1.529;2.6;;;0.00;;40;;;;1711.9;1635.4;66.8;64.1;34.2;33.9;-24.6;9.0;33;99;;;;;5.30;5.30;;0;oddspapi
atp_s-hertogenbosch_marin_cilic_vs_nuno_borges;2026-06-10;Marin Cilic;Nuno Borges;Grass;ATP S-Hertogenbosch;1.806;2.06;;;0.00;0.00;3.91;aucune;1.806;2.06;1.806;2.06;;;0.00;;50;;;;1776.3;1598.5;66.7;64.7;32.9;34.5;-13.1;3.9;47;50;;;;;-7.05;-7.05;;1;oddspapi
atp_stuttgart_mattia_bellucci_vs_yannick_hanfmann;2026-06-10;Yannick Hanfmann;Mattia Bellucci;Grass;ATP Stuttgart;1.819;2.05;;;0.00;0.00;3.76;aucune;1.819;2.05;1.819;2.05;;;0.00;;34;;;;1646.1;1624;66.3;61.2;35.8;34.9;-54.9;-8.6;59;78;;;;;0.00;0.00;;0;
atp_stuttgart_alexander_bublik_vs_jan-lennard_struff;2026-06-10;Jan-Lennard Struff;Alexander Bublik;Grass;ATP Stuttgart;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;25;;;;1617.2;1829.1;64.5;68.1;36;35.1;-12.1;-71.7;77;11;;;;;0.00;0.00;;0;oddspapi
atp_stuttgart_martin_landaluce_vs_taylor_fritz;2026-06-10;Taylor Fritz;Martin Landaluce;Grass;ATP Stuttgart;1.526;2.61;;;0.00;0.00;3.84;aucune;1.526;2.61;1.526;2.61;;;0.00;;50;;;;1809.3;1669.1;70.7;64.2;34.4;32.7;-48.7;157.8;9;58;;;;;7.77;7.77;;1;oddspapi
atp_stuttgart_ben_shelton_vs_marcos_giron;2026-06-10;Ben Shelton;Marcos Giron;Grass;ATP Stuttgart;1.395;3.11;;;0.00;0.00;3.84;aucune;1.395;3.11;1.395;3.11;;;0.00;;40;;;;1792.2;1703.5;70.1;63.9;32.9;35.6;-93.4;-73.5;5;88;;;;;0.79;0.79;;1;
wta_london_emma_raducanu_vs_sorana_cirstea;2026-06-10;Sorana Cirstea;Emma Raducanu;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;18;;;;1915.8;1769.9;61.9;57.7;44.7;44.8;65.7;-38.5;18;42;3V1D;;;;-7.78;-7.78;;0;oddspapi
wta_london_jaqueline_cristian_vs_katie_boulter;2026-06-10;Jaqueline Cristian;Katie Boulter;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;2;;;;1795.8;1787.4;56.5;56.4;41.8;43.8;-5.4;-0.8;38;73;2V1D;2V1D;;;-17.01;-17.01;;0;oddspapi
wta_london_karolina_pliskova_vs_victoria_mboko;2026-06-10;Victoria Mboko;Karolina Pliskova;Hard;WTA London;1.675;2.26;;;0.00;0.00;3.95;aucune;1.675;2.26;1.675;2.26;;;0.00;;79;;;;2025.6;1807.3;60.3;59.4;43.4;41.4;-28.0;82.9;9;106;3V1D;;;;2.63;2.63;abandon;0;api_fast
wta_london_belinda_bencic_vs_harriet_dart;2026-06-10;Belinda Bencic;Harriet Dart;Hard;WTA London;1.265;4.02;;;0.00;0.00;3.93;aucune;1.265;4.02;1.265;4.02;;;0.00;;63;;;;1948.9;1592.1;60.4;;43.7;;-18.9;20.9;11;160;3V2D;1V0D;;;1.20;1.20;;;
atp_s-hertogenbosch_james_mccabe_vs_zizou_bergs;2026-06-09;Zizou Bergs;James McCabe;Grass;ATP S-Hertogenbosch;1.578;2.5;;;0.00;0.00;3.37;aucune;1.578;2.5;1.578;2.5;;;0.00;;38;;;;1655.8;1503.1;63;;35.5;;-28.4;;40;233;;;;;0.00;0.00;;0;
wta_london_alexandra_eala_vs_iva_jovic;2026-06-10;Iva Jovic;Alexandra Eala;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;6;;;;1836.2;1812.7;58.7;55.7;45.5;44.9;3.1;-24.5;19;33;1V3D;2V1D;;;0.00;0.00;;1;
wta_s-hertogenbosch_elena-gabriela_ruse_vs_elise_mertens;2026-06-10;Elena-Gabriela Ruse;Elise Mertens;Grass;WTA S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;11;;;;1686.1;1767.2;55.3;61.2;43.4;44.8;51.6;-16.1;88;22;;;;;-23.82;-23.82;;1;oddspapi
atp_s-hertogenbosch_adrian_mannarino_vs_arthur_rinderknech;2026-06-11;Arthur Rinderknech;Adrian Mannarino;Grass;ATP S-Hertogenbosch;1.709;2.21;0.5400;0.4500;-7.71;-0.55;3.76;aucune;1.709;2.21;1.709;2.21;;;0.00;;34;;;;1680.6;1651.9;67.1;64.4;31.9;35.1;-24.6;-97.1;24;46;;;;;-4.04;-7.12;;0;oddspapi
atp_stuttgart_james_duckworth_vs_jiri_lehecka;2026-06-11;Jiri Lehecka;James Duckworth;Grass;ATP Stuttgart;1.409;3.03;0.9500;0.2000;33.85;-39.40;3.98;aucune;1.409;3.03;1.409;3.03;;;0.00;;68;;;;1805.9;1572.6;67.9;63.4;34.8;33.4;43.6;-7.6;12;79;;;;;7.48;7.48;;1;oddspapi
atp_stuttgart_frances_tiafoe_vs_rinky_hijikata;2026-06-11;Frances Tiafoe;Rinky Hijikata;Grass;ATP Stuttgart;1.507;2.67;0.6500;0.2300;-2.05;-38.59;3.81;aucune;1.507;2.67;1.507;2.67;;;0.00;;54;;;;1739.1;1601.8;65.6;63.1;35.1;34.8;12.4;-14.4;26;106;;;;;8.89;8.89;;1;oddspapi
wta_london_amanda_anisimova_vs_laura_siegemund;2026-06-10;Amanda Anisimova;Laura Siegemund;Hard;WTA London;1.411;3.08;0.6520;0.2630;-8.00;-19.00;3.34;aucune;1.411;3.08;1.411;3.08;;;0.00;;69;;;;1889;1721.1;60.4;55.6;45.2;43.7;-29.9;23.0;5;44;2V1D;1V1D;;;0.00;0.00;;1;api_fast
wta_london_donna_vekic_vs_marie_bouzkova;2026-06-10;Marie Bouzkova;Donna Vekic;Hard;WTA London;1.699;2.23;0.5510;0.4300;-6.39;-4.11;3.70;aucune;1.699;2.23;1.699;2.23;;;0.00;;51;;;;1772.9;1720.3;56.3;55.1;46.3;41.5;9.8;41.3;28;76;2V2D;;;;0.00;0.00;;0;oddspapi
wta_s-hertogenbosch_greet_minnen_vs_robin_montgomery;2026-06-10;Greet Minnen;Robin Montgomery;Grass;WTA S-Hertogenbosch;1.74;2.16;0.5870;0.3890;2.14;-15.98;3.77;aucune;1.74;2.16;1.74;2.16;;;0.00;;43;;;;1654.5;1632.9;53.5;48.7;38;35.1;24.1;-24.7;202;484;;;;;4.13;4.13;;0;oddspapi
atp_s-hertogenbosch_james_mccabe_vs_kamil_majchrzak;2026-06-11;Kamil Majchrzak;James McCabe;Grass;ATP S-Hertogenbosch;1.352;3.46;;;0.00;0.00;2.87;aucune;1.352;3.46;1.38;3.46;1.353;3.215;0.00;-0.07;31;;;;1666.7;1503.1;63.5;;36.3;;-21.6;;76;233;;;;;-0.07;-0.88;;1;oddspapi
atp_s-hertogenbosch_tallon_griekspoor_vs_zhizhen_zhang;2026-06-11;Tallon Griekspoor;Zhizhen Zhang;Grass;ATP S-Hertogenbosch;1.389;3.23;;;0.00;0.00;2.95;aucune;1.389;3.23;1.42;3.23;1.38225;3.0774999999999997;0.00;0.49;40;;;;1768.7;1587.4;65.4;62.6;32.5;29.8;-94.2;-61.6;41;214;;;;;-1.56;-1.56;;0;oddspapi
atp_s-hertogenbosch_felix_auger-aliassime_vs_marton_fucsovics;2026-06-11;Felix Auger-Aliassime;Marton Fucsovics;Grass;ATP S-Hertogenbosch;1.425;3.01;;;0.00;0.00;3.40;aucune;1.425;3.01;1.425;3.05;1.40125;2.9775;0.00;1.69;18;;;;;1714.3;;63.9;;37.7;;-61.0;;75;;;;;-0.42;-1.18;;1;oddspapi
atp_s-hertogenbosch_daniil_medvedev_vs_thijs_boogaard;2026-06-11;Daniil Medvedev;Thijs Boogaard;Grass;ATP S-Hertogenbosch;1.089;7.98;;;0.00;0.00;4.36;aucune;1.089;7.98;1.09;7.98;1.08475;7.532500000000001;0.00;0.39;46;;;;1883;1500.0;66.2;;39.8;;-66.0;;8;779;;;;;-0.55;-0.37;;1;oddspapi
atp_stuttgart_nick_kyrgios_vs_sho_shimabukuro;2026-06-11;Nick Kyrgios;Sho Shimabukuro;Grass;ATP Stuttgart;1.609;2.45;;;0.00;0.00;2.97;aucune;1.609;2.45;1.609;2.45;1.5772499999999998;2.4000000000000004;0.00;2.01;21;;;;1667.3;1565.6;;67.6;;31.5;;;835;104;;;;;4.19;4.19;;0;oddspapi
wta_london_harriet_dart_vs_kamilla_rakhimova;2026-06-11;Kamilla Rakhimova;Harriet Dart;Hard;WTA London;1.925;1.961;;;0.00;0.00;2.94;aucune;1.925;1.961;1.925;1.961;1.89625;1.91775;0.00;1.52;42;;;;1675.6;1592.1;53.7;;43;;-0.2;20.9;78;160;1V1D;1V0D;;;-9.62;-8.77;;1;oddspapi
wta_london_elena_rybakina_vs_tatjana_maria;2026-06-11;Elena Rybakina;Tatjana Maria;Hard;WTA London;1.216;4.84;;;0.00;0.00;2.90;aucune;1.216;4.84;1.22;4.84;1.2115;4.46;0.00;0.37;85;;;;2136;1571.2;65.1;56;42.7;40.7;-20.6;49.4;2;52;4V1D;0V1D;;;10.04;9.86;;1;oddspapi
wta_s-hertogenbosch_caty_mcnally_vs_solana_sierra;2026-06-11;Caty McNally;Solana Sierra;Grass;WTA S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;11;;;;1703.8;1600;56.5;54.6;44.2;41.9;99.1;82.4;59;56;;;;;6.65;6.65;;1;oddspapi
wta_s-hertogenbosch_anastasia_potapova_vs_zeynep_sonmez;2026-06-11;Anastasia Potapova;Zeynep Sonmez;Grass;WTA S-Hertogenbosch;1.529;2.66;;;0.00;0.00;3.00;aucune;1.529;2.66;1.529;2.7;1.47475;2.6775;0.00;3.68;45;;;;1703.7;1629.1;55.3;54.4;44.7;45;140.1;14.0;27;67;;;;;0.00;0.00;;0;oddspapi
wta_s-hertogenbosch_barbora_krejcikova_vs_hanne_vandewinkel;2026-06-11;Barbora Krejcikova;Hanne Vandewinkel;Grass;WTA S-Hertogenbosch;1.214;4.76;;;0.00;0.00;3.38;aucune;1.214;4.76;1.24;4.76;1.216;4.3525;0.00;-0.16;50;;;;1762.6;1523.4;58.7;54.2;43.8;41.7;-14.5;15.8;45;97;;;;;-2.49;-2.10;;1;oddspapi
wta_s-hertogenbosch_ajla_tomljanovic_vs_dayana_yastremska;2026-06-11;Dayana Yastremska;Ajla Tomljanovic;Grass;WTA S-Hertogenbosch;1.653;2.33;;;0.00;0.00;3.41;aucune;1.653;2.33;1.653;2.33;1.6282500000000002;2.2775;0.00;1.52;34;;;;1700.3;1664.8;56.3;56.4;42.4;43.3;-40.9;-88.5;49;109;;;;;-1.61;-2.99;;0;oddspapi
atp_s-hertogenbosch_adrian_mannarino_vs_zhizhen_zhang;2026-06-12;Adrian Mannarino;Zhizhen Zhang;Grass;ATP S-Hertogenbosch;1.684;2.3;;;0.00;0.00;2.86;aucune;1.684;2.3;1.684;2.3;1.646;2.2625;0.00;2.31;32;;;;1651.9;1587.4;64.4;62.6;35.1;29.8;-97.1;-61.6;46;214;;;;;1.08;0.00;;;
atp_s-hertogenbosch_alex_de_minaur_vs_benjamin_bonzi;2026-06-12;Alex de Minaur;Benjamin Bonzi;Grass;ATP S-Hertogenbosch;1.242;4.46;;;0.00;0.00;2.94;aucune;1.242;4.46;1.242;4.5;1.2155;4.390000000000001;0.00;2.18;40;;;;1819.9;1635.4;65.8;64.1;39.6;33.9;-81.0;9.0;6;99;;;;;0.16;0.16;;;
atp_s-hertogenbosch_felix_auger-aliassime_vs_kamil_majchrzak;2026-06-12;Felix Auger-Aliassime;Kamil Majchrzak;Grass;ATP S-Hertogenbosch;1.374;3.31;;;0.00;0.00;2.99;aucune;1.374;3.31;1.374;3.35;1.3435000000000001;3.2775;0.00;2.27;12;;;;;1666.7;;63.5;;36.3;;-21.6;;76;;;;;0.81;2.69;;;
atp_s-hertogenbosch_qf3_vs_qf4;2026-06-12;Qf3;Qf4;Grass;ATP S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_s-hertogenbosch_wqf1_vs_wqf2;2026-06-13;WQF1;WQF2;Grass;ATP S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_s-hertogenbosch_wqf3_vs_wqf4;2026-06-13;WQF3;WQF4;Grass;ATP S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_s-hertogenbosch_wsf1_vs_wsf2;2026-06-14;WSF1;WSF2;Grass;ATP S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_stuttgart_alexander_bublik_vs_giovanni_mpetshi_perricard;2026-06-12;Alexander Bublik;Giovanni Mpetshi Perricard;Grass;ATP Stuttgart;1.51;2.73;;;0.00;0.00;2.86;aucune;1.51;2.73;1.51;2.73;1.4925;2.6325;0.00;1.17;50;;;;1829.1;1648.3;68.1;70.3;35.1;26.5;-71.7;-22.8;11;93;;;;;-3.08;-1.95;;;
atp_stuttgart_mattia_bellucci_vs_taylor_fritz;2026-06-12;Taylor Fritz;Mattia Bellucci;Grass;ATP Stuttgart;1.317;3.7;;;0.00;0.00;2.96;aucune;1.317;3.7;1.317;3.7;1.2956666666666667;3.6;0.00;1.65;50;;;;1809.3;1624;70.7;61.2;34.4;34.9;-48.7;-8.6;9;78;;;;;0.38;1.15;;;
atp_stuttgart_qf1_vs_sho_shimabukuro;2026-06-12;Qf1;Sho Shimabukuro;Grass;ATP Stuttgart;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;1565.6;;67.6;;31.5;;;;104;;;;;;;;;
atp_stuttgart_frances_tiafoe_vs_jiri_lehecka;2026-06-12;Jiri Lehecka;Frances Tiafoe;Grass;ATP Stuttgart;1.781;2.14;;;0.00;0.00;2.88;aucune;1.781;2.14;1.781;2.14;1.74275;2.1;0.00;2.19;40;;;;1805.9;1739.1;67.9;65.6;34.8;35.1;43.6;12.4;12;26;;;;;-0.34;-0.34;;;
atp_stuttgart_wqf3_vs_wqf4;2026-06-13;WQF3;WQF4;Grass;ATP Stuttgart;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_stuttgart_wqf1_vs_wqf2;2026-06-13;WQF1;WQF2;Grass;ATP Stuttgart;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_stuttgart_wsf1_vs_wsf2;2026-06-14;WSF1;WSF2;Grass;ATP Stuttgart;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wta_london_amanda_anisimova_vs_iva_jovic;2026-06-12;Amanda Anisimova;Iva Jovic;Hard;WTA London;1.793;2.1;;;0.00;0.00;3.39;aucune;1.793;2.1;1.793;2.12;1.7607499999999998;2.0700000000000003;0.00;1.83;52;;;;1889;1836.2;60.4;58.7;45.2;45.5;-29.9;3.1;5;19;2V1D;1V3D;;;4.92;6.16;;;
wta_london_karolina_pliskova_vs_qf4;2026-06-12;Karolina Pliskova;Qf4;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;1807.3;;59.4;;41.4;;82.9;;106;;;;;;;;;;
wta_london_qf1_vs_qf2;2026-06-12;Qf1;Qf2;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wta_london_qf5_vs_qf6;2026-06-12;Qf5;Qf6;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wta_london_wqf3_vs_wqf4;2026-06-13;WQF3;WQF4;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wta_london_wqf1_vs_wqf2;2026-06-13;WQF1;WQF2;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wta_london_wsf1_vs_wsf2;2026-06-14;WSF1;WSF2;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wta_s-hertogenbosch_barbora_krejcikova_vs_elena-gabriela_ruse;2026-06-12;Barbora Krejcikova;Elena-Gabriela Ruse;Grass;WTA S-Hertogenbosch;1.549;2.57;;;0.00;0.00;3.47;aucune;1.549;2.57;1.549;2.75;1.5072500000000002;2.58;0.00;2.77;32;;;;1762.6;1686.1;58.7;55.3;43.8;43.4;-14.5;51.6;45;88;;;;;2.45;0.98;;;
wta_s-hertogenbosch_magda_linette_vs_zeynep_sonmez;2026-06-12;Zeynep Sonmez;Magda Linette;Grass;WTA S-Hertogenbosch;1.884;1.98;;;0.00;0.00;3.58;aucune;1.884;1.98;1.91;1.98;1.881;1.9174999999999998;0.00;0.16;34;;;;1629.1;1626.3;54.4;57;45;40.3;14.0;18.8;67;60;;;;;2.39;3.18;;;
wta_s-hertogenbosch_daria_snigur_vs_robin_montgomery;2026-06-12;Daria Snigur;Robin Montgomery;Grass;WTA S-Hertogenbosch;1.714;2.22;;;0.00;0.00;3.39;aucune;1.714;2.22;1.714;2.22;1.6885;2.1800000000000006;0.00;1.51;43;;;;1612.5;1632.9;53.9;48.7;47.6;35.1;21.6;-24.7;84;484;;;;;-3.11;-3.11;;;
wta_s-hertogenbosch_qf3_vs_qf4;2026-06-12;Qf3;Qf4;Grass;WTA S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wta_s-hertogenbosch_wqf3_vs_wqf4;2026-06-13;WQF3;WQF4;Grass;WTA S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wta_s-hertogenbosch_wqf1_vs_wqf2;2026-06-13;WQF1;WQF2;Grass;WTA S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wta_s-hertogenbosch_wsf1_vs_wsf2;2026-06-14;WSF1;WSF2;Grass;WTA S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_s-hertogenbosch_kamil_majchrzak_vs_wqf2;2026-06-13;Kamil Majchrzak;WQF2;Grass;ATP S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;1666.7;;63.5;;36.3;;-21.6;;76;;;;;;;;;;
atp_s-hertogenbosch_adrian_mannarino_vs_alex_de_minaur;2026-06-13;Alex de Minaur;Adrian Mannarino;Grass;ATP S-Hertogenbosch;1.29;3.55;;;0.00;0.00;5.69;aucune;;;1.29;3.55;;;;;30;;;;1819.9;1651.9;65.8;64.4;39.6;35.1;-81.0;-97.1;6;46;;;;;1.88;1.88;;1;oddspapi
atp_stuttgart_alexander_bublik_vs_wqf4;2026-06-13;Alexander Bublik;WQF4;Grass;ATP Stuttgart;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;1829.1;;68.1;;35.1;;-71.7;;11;;;;;;;;;;
wta_london_iva_jovic_vs_wqf3;2026-06-13;WQF3;Iva Jovic;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;1836.2;;58.7;;45.5;;3.1;;19;;1V3D;;;;;;;
wta_london_donna_vekic_vs_wqf1;2026-06-13;WQF1;Donna Vekic;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;1720.3;;55.1;;41.5;;41.3;;76;;;;;;;;;
wta_s-hertogenbosch_barbora_krejcikova_vs_magda_linette;2026-06-13;Barbora Krejcikova;Magda Linette;Grass;WTA S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;18;;;;1762.6;1626.3;58.7;57;43.8;40.3;-14.5;18.8;45;60;;;;;2.82;1.99;;;
wta_s-hertogenbosch_robin_montgomery_vs_wqf2;2026-06-13;Robin Montgomery;WQF2;Grass;WTA S-Hertogenbosch;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;1632.9;;48.7;;35.1;;-24.7;;484;;;;;;;;;1;oddspapi
atp_stuttgart_jiri_lehecka_vs_wqf1;2026-06-13;WQF1;Jiri Lehecka;Grass;ATP Stuttgart;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;1805.9;;67.9;;34.8;;43.6;;12;;;;;;;;;
atp_stuttgart_alexander_bublik_vs_taylor_fritz;2026-06-13;Alexander Bublik;Taylor Fritz;Grass;ATP Stuttgart;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;2;;;;1829.1;1809.3;68.1;70.7;35.1;34.4;-71.7;-48.7;11;9;;;;;-0.34;-0.68;;0;oddspapi
wta_london_donna_vekic_vs_katie_boulter;2026-06-13;Katie Boulter;Donna Vekic;Hard;WTA London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;11;;;;1787.4;1720.3;56.4;55.1;43.8;41.5;-0.8;41.3;73;76;2V1D;;;;-8.25;-8.25;;0;oddspapi
atp_halle_r16p5_vs_r16p6;2026-06-17;R16P5;R16P6;Grass;ATP Halle;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_halle_r16p3_vs_r16p4;2026-06-17;R16P3;R16P4;Grass;ATP Halle;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_halle_r16p1_vs_r16p2;2026-06-17;R16P1;R16P2;Grass;ATP Halle;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_halle_r16p13_vs_r16p14;2026-06-17;R16P13;R16P14;Grass;ATP Halle;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_halle_r16p11_vs_r16p12;2026-06-17;R16P11;R16P12;Grass;ATP Halle;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_halle_r16p10_vs_r16p9;2026-06-17;R16P9;R16P10;Grass;ATP Halle;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_halle_r16p7_vs_r16p8;2026-06-17;R16P7;R16P8;Grass;ATP Halle;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_halle_r16p15_vs_r16p16;2026-06-17;R16P15;R16P16;Grass;ATP Halle;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
